CustID,Age,TotalNumItems,TotalAmount
32521,18,26,9690.289999999997
7539,25,30,9554.969999999996
20507,20,29,8654.84
32810,19,35,11568.61
31551,18,33,7856.570000000002
11124,18,27,7714.08
7234,18,33,10377.700000000003
24308,23,33,10308.93
15315,22,31,10576.78
25834,25,32,10710.969999999996
10141,22,26,7463.740000000002
7504,24,32,9788.599999999999
49079,19,34,10341.5
14124,18,31,8366.920000000002
43554,22,26,9536.210000000001
40512,21,30,9725.440000000002
29094,24,27,7817.91
11142,22,34,11207.320000000003
3382,20,28,9228.129999999997
18270,22,29,8749.669999999998
27105,25,38,11474.02
3869,25,25,6356.260000000001
24964,18,31,10014.02
10755,23,19,6005.9800000000005
33127,23,30,9824.100000000002
13058,21,23,5188.57
31382,18,25,8125.560000000001
19471,23,35,9393.32
8777,24,27,8091.64
36014,25,28,7876.719999999999
2672,25,34,8498.670000000002
49913,23,30,9107.1
22801,21,31,10372.299999999997
18192,25,27,8137.210000000001
28773,23,19,7002.31
48867,22,32,10191.800000000001
35378,25,24,7420.19
19747,24,26,8420.11
17802,25,32,10973.810000000001
35557,18,31,8514.91
30120,24,16,4868.09
7207,24,26,5996.97
34370,18,32,10451.740000000002
41373,24,28,8908.07
25645,22,36,10900.439999999997
6252,25,31,8017.05
26209,22,27,7803.100000000001
7540,19,27,8880.65
26718,23,30,9134.710000000001
37711,19,26,9995.259999999998
38229,21,30,8775.15
32894,19,31,8494.77
24403,24,22,6535.97
18306,23,18,5114.860000000001
28900,25,25,7594.439999999999
17605,25,27,7755.5999999999985
36108,19,28,7772.760000000001
39693,18,35,9698.35
32109,20,35,9574.670000000002
21747,19,26,7912.43
3484,21,34,11837.010000000002
23952,18,35,10928.22
48345,18,31,8836.619999999999
49706,22,34,11182.230000000001
35842,25,32,9934.250000000002
42877,22,36,9854.32
1636,19,20,5365.8
6690,23,36,9588.070000000002
48251,18,21,7390.48
25004,23,23,6453.48
4220,19,29,7428.740000000001
12237,21,25,7665.42
29738,25,32,9489.500000000002
7911,23,22,6486.200000000001
4935,20,34,9622.71
18552,21,24,7786.48
11623,21,25,7887.650000000001
14445,18,36,9679.000000000002
43196,23,26,7067.77
27024,18,34,9500.449999999997
11143,19,35,12230.959999999997
3368,23,32,10034.039999999999
39450,19,31,10220.460000000001
2681,22,32,11211.939999999997
28686,19,27,7813.980000000001
22346,19,28,8287.199999999997
17209,25,24,8422.89
29080,18,23,6245.959999999999
25877,23,47,14165.970000000001
25735,25,24,8780.270000000002
28400,25,32,11122.859999999999
48171,22,38,10648.55
35132,22,36,11832.579999999996
11856,22,38,12361.380000000001
39308,23,38,11721.820000000002
35945,22,30,9294.349999999997
39860,22,27,8112.780000000002
22940,22,18,6340.990000000001
39053,22,31,9837.62
37339,23,27,6931.0199999999995
43052,19,31,9362.269999999999
4923,24,28,9124.9
27120,18,17,4415.78
20661,21,23,6690.450000000001
47860,23,23,7058.539999999998
42438,24,26,8791.919999999998
34051,21,28,7798.630000000001
35576,23,35,10510.619999999999
24997,22,21,7359.969999999999
23872,25,27,6750.9400000000005
28609,21,27,7276.16
48498,18,31,9239.63
26221,18,30,9611.710000000001
49072,23,25,9949.03
13200,24,23,7789.57
38684,22,38,9822.139999999994
31674,18,29,8870.9
23973,23,22,5994.909999999999
26699,20,31,10083.310000000001
7918,19,29,8211.53
17988,22,32,8880.550000000001
14813,21,24,7953.6
35333,21,29,9637.9
27002,20,26,7274.099999999999
48938,23,28,10538.3
10520,18,25,7673.239999999999
42495,18,25,6891.719999999999
10655,21,25,7729.83
10425,23,28,9982.480000000001
4925,18,32,9386.74
16490,20,19,5972.949999999999
44421,18,27,9030.74
35131,23,27,7204.03
33038,20,38,12101.56
19272,20,35,11255.71
7111,24,29,9288.190000000002
49306,24,30,9758.87
39631,18,38,13614.530000000002
47669,19,34,10194.050000000003
5693,18,32,9770.360000000002
12300,21,26,9020.13
18781,21,24,7044.490000000002
26529,21,25,8208.09
21883,19,36,11629.700000000003
14564,19,39,11623.63
35642,23,39,9460.62
32228,23,37,11113.309999999994
22596,20,27,7788.759999999999
5219,24,28,7021.130000000001
28849,21,39,12579.189999999997
16535,19,31,10664.0
635,20,24,6809.58
25858,23,33,10796.089999999998
42727,19,26,7250.480000000001
38043,25,35,10645.479999999998
12113,24,28,8843.519999999997
29921,21,26,7607.799999999998
35194,25,26,8304.97
45572,19,23,6755.749999999998
4051,19,32,8095.190000000002
41281,25,31,10026.49
33213,18,26,6664.539999999999
26237,23,36,11578.159999999996
5031,20,28,9392.21
13421,19,21,5381.599999999999
6045,19,16,4072.88
45621,24,29,8297.279999999999
12533,19,35,9359.929999999998
2181,25,32,9073.849999999999
7618,22,18,5463.560000000001
3341,20,33,10464.51
33603,23,23,6662.790000000001
5224,19,31,9612.710000000001
43826,20,33,10445.45
17904,24,27,8910.0
38398,20,20,6641.08
34346,23,25,7654.8
23211,18,37,10905.87
6647,22,37,11267.700000000003
2309,24,35,9747.030000000002
17801,25,30,9818.16
7566,20,35,9113.76
49100,19,42,13815.700000000003
24417,20,38,11756.380000000003
27072,18,27,7877.91
40992,19,33,8319.480000000001
17114,25,26,7005.7
8102,20,24,7364.530000000001
939,18,29,8980.7
47405,21,45,12682.15
14622,25,29,7788.4
27831,23,31,9368.79
15755,25,25,7561.369999999999
22286,18,39,10993.470000000001
42570,20,36,12188.24
14934,23,34,11064.509999999998
30790,23,19,6118.260000000001
29976,23,41,10787.329999999994
45145,21,28,6584.800000000001
14787,21,33,11473.5
49359,25,24,7710.26
8356,23,26,8716.630000000001
30662,25,27,8322.640000000001
16834,23,25,7399.010000000001
46362,21,20,7636.51
37634,25,26,7688.580000000002
35257,20,30,9680.769999999997
12788,19,30,8357.64
13556,21,34,10923.83
41808,19,24,6199.8
44387,23,29,8184.550000000002
47643,21,22,6934.969999999999
28369,24,25,6320.45
2807,23,27,7376.4800000000005
41238,20,32,10576.580000000002
1483,25,26,7772.370000000001
43608,18,34,10497.890000000001
43811,18,45,14582.96
29707,19,26,8586.77
23263,19,34,10601.05
27422,21,29,7675.309999999999
41994,24,24,7707.1
26057,20,34,9498.919999999998
37292,18,40,12418.559999999998
228,20,30,7699.599999999999
20506,21,21,5751.599999999999
12251,21,29,9125.58
6521,21,29,9271.149999999998
37394,25,35,9568.079999999998
20372,24,32,10932.380000000001
4406,20,32,8915.169999999996
25746,25,46,13006.329999999998
3076,25,22,5736.540000000001
40224,24,33,9412.989999999998
2314,21,29,7358.9400000000005
27639,21,34,11219.82
45399,18,31,8686.58
15344,22,29,8548.01
33912,23,40,12174.2
47764,20,35,10786.86
6715,24,38,12750.610000000004
28013,18,22,6846.449999999998
5222,23,29,8469.72
43227,19,33,12297.42
21715,21,29,6513.36
11303,20,32,10847.589999999998
14547,23,20,6397.510000000001
11157,20,28,8241.539999999999
17216,23,25,6985.379999999999
24074,21,29,8481.33
12894,23,34,9613.04
23800,25,30,10024.019999999999
1899,21,36,10507.809999999998
22961,25,26,7811.28
35838,23,30,10302.39
36975,22,43,11210.3
33645,18,18,4843.04
13842,25,24,6441.18
40055,24,28,9367.480000000001
18499,18,28,7462.840000000001
25996,25,36,11048.330000000004
30552,21,30,10219.979999999998
22380,20,31,10488.780000000002
17620,19,24,8372.11
39280,20,24,7762.99
33305,22,34,9764.740000000002
3636,25,27,8663.02
42691,22,21,6859.259999999999
43231,22,28,9497.609999999999
48177,25,21,6983.219999999998
3399,23,27,7469.800000000001
4879,18,26,8001.7699999999995
33523,20,37,13006.900000000005
47800,22,28,9058.320000000003
28032,25,36,11116.880000000001
48922,18,30,10047.419999999998
11672,19,31,8781.699999999999
44876,20,37,10526.599999999999
27213,25,38,12558.150000000005
18102,18,36,9875.269999999997
16790,19,31,9673.429999999998
45791,19,37,13420.44
11207,21,30,9631.229999999998
38597,25,30,8599.879999999997
49413,19,27,7456.26
16480,20,20,5316.0199999999995
1415,22,40,12137.380000000003
1799,22,18,5894.55
46638,24,30,7610.399999999998
33370,24,31,10172.509999999998
17124,20,24,6637.099999999999
28532,24,25,6788.759999999999
11812,21,32,9142.89
31558,23,23,8453.21
7376,20,31,9124.169999999998
42992,23,30,9778.52
33843,25,27,8007.310000000001
40024,25,49,16553.550000000003
28430,25,36,10280.110000000002
45634,24,26,7756.060000000002
35840,19,24,7336.31
42654,25,26,8875.43
23982,18,30,8881.7
39440,20,34,9669.1
14179,23,28,8643.240000000002
46873,24,35,10694.150000000001
19165,20,25,6618.160000000001
17529,23,30,8164.080000000001
22649,21,23,7936.82
47717,22,27,7317.410000000001
31350,18,27,8699.74
45247,18,38,13023.989999999998
16756,20,20,5016.22
40153,21,37,11463.830000000002
33943,25,25,7069.960000000002
26147,25,27,7724.9400000000005
30313,25,32,8874.619999999999
45014,24,33,11122.959999999997
23026,25,25,7218.31
47730,20,37,11590.519999999997
24876,21,28,9509.73
41007,18,31,7115.180000000001
20954,21,33,8932.289999999999
638,22,28,8389.87
2149,19,31,8752.039999999999
15313,24,18,5810.71
25511,20,34,11299.389999999996
32080,20,30,10055.57
264,18,30,7957.999999999999
30437,25,22,5571.789999999999
39883,23,27,9395.3
18494,24,21,7051.96
5599,18,30,8814.69
39547,20,38,13372.830000000002
44826,24,30,8604.97
15594,20,30,9536.929999999998
7159,21,34,9011.449999999999
4361,20,27,7677.159999999999
5809,18,32,10982.179999999997
31579,23,25,8559.11
36121,20,28,9724.309999999998
16160,21,29,9011.04
38798,19,24,5701.06
9307,20,24,6619.329999999999
8630,19,33,10155.41
14730,22,31,9934.67
25777,21,27,7466.570000000001
30617,23,27,6757.33
14907,24,28,9087.719999999998
23088,19,32,8770.039999999999
42475,20,34,9271.68
19016,20,32,10016.84
5180,22,29,8825.49
18522,25,32,8928.970000000001
18453,25,28,9555.369999999999
5577,18,31,7761.71
3173,24,29,9297.25
28007,21,25,7765.089999999999
34869,23,33,10659.19
43381,25,37,12963.470000000003
12335,25,32,7959.680000000002
35052,23,27,7492.879999999999
40407,19,40,10507.179999999997
11525,23,29,10206.95
40927,18,38,12512.969999999998
24181,18,26,8299.789999999999
17958,21,33,11962.240000000002
46647,19,33,9708.599999999999
5360,19,29,8765.009999999998
35693,18,24,6253.850000000001
45302,23,30,9028.619999999999
34912,19,32,8746.85
6694,23,24,7321.000000000001
19018,20,30,8620.65
17222,20,33,10154.0
37240,21,35,12509.91
43419,22,35,11454.939999999999
45599,21,27,6279.000000000001
22824,21,29,9447.199999999999
34666,25,28,8168.610000000001
3196,20,41,13228.23
10631,19,36,12636.760000000002
26028,19,24,8582.730000000003
48823,20,29,10357.55
706,25,28,8308.329999999998
47141,20,30,7406.8099999999995
9199,20,28,8401.429999999998
5517,18,25,8556.36
828,24,28,8422.539999999999
36115,25,28,8221.399999999998
7092,18,34,10091.949999999999
40487,21,32,10789.470000000003
27279,24,25,8432.320000000002
49022,23,27,8388.539999999997
36494,20,26,6991.43
17321,18,33,10720.18
3386,19,28,8002.150000000002
18471,21,33,8232.56
37477,24,37,8681.97
18372,21,34,8984.520000000002
3306,22,21,7235.4800000000005
39501,20,26,7642.279999999999
3703,25,39,11031.28
26379,19,26,7007.840000000001
12224,19,30,8762.900000000001
40057,22,29,8440.15
38145,18,23,6085.5199999999995
31647,19,36,9492.37
44819,23,26,7340.960000000001
30229,22,22,7433.090000000002
9279,18,29,8320.690000000002
33673,22,33,12081.24
38722,18,26,6012.289999999999
30867,24,22,7002.19
26097,25,28,9900.72
44728,23,28,8736.3
44486,24,31,9443.830000000002
17710,21,26,7545.62
26179,18,23,6191.16
29905,22,32,10526.72
31280,22,31,8833.739999999998
417,21,30,9412.42
42481,25,28,7970.799999999998
32683,20,24,8138.519999999999
22326,18,29,9651.29
17839,23,27,8473.96
17855,22,29,9956.37
9253,18,40,12458.249999999998
29268,19,26,7885.799999999999
36727,21,36,10802.090000000004
43542,24,27,9095.93
34331,20,23,6557.679999999999
19395,22,27,6608.36
20191,22,27,7845.719999999998
8161,19,34,10524.140000000003
8572,19,27,10202.340000000002
39405,20,28,8074.980000000001
30578,20,30,8809.63
3594,18,31,9798.07
18381,19,37,11466.099999999999
46405,18,29,8023.8499999999985
26893,20,28,7722.229999999999
34561,22,31,8560.550000000001
909,22,24,7296.439999999999
2784,25,31,9366.089999999997
43502,19,31,8971.36
32696,18,31,9864.98
25268,21,28,10413.8
11298,20,24,5871.290000000001
39392,21,29,9126.800000000001
17646,23,25,6544.72
47785,25,36,11207.52
37560,23,25,6693.950000000001
17682,22,33,11120.280000000002
9876,23,25,8251.86
45195,24,36,10771.62
3617,19,35,10512.720000000003
3390,21,37,10632.48
11236,21,24,7155.88
6072,21,27,9796.489999999998
40395,20,22,6735.39
6401,19,32,8130.010000000001
48663,22,26,7059.230000000001
19344,21,25,9142.32
1671,21,35,11647.880000000001
36442,24,22,6223.990000000002
22480,18,26,8686.35
9447,18,27,9079.849999999999
30345,19,27,7159.300000000001
14189,19,23,7119.969999999999
38378,24,35,10144.279999999999
10108,24,24,6022.35
37088,24,33,9315.259999999998
29036,23,16,4706.99
11046,23,30,8044.48
15269,25,33,11030.88
35442,19,37,13202.42
19794,25,27,7982.410000000001
21457,22,28,7863.360000000001
43623,20,31,8668.41
20826,20,28,8851.51
27543,19,32,8697.220000000001
17297,25,25,6254.789999999999
40432,18,33,8620.540000000003
18755,22,26,7977.4800000000005
46234,21,28,9569.32
43102,24,34,9141.650000000001
16041,23,39,10968.710000000001
44482,25,30,9262.9
2223,19,25,7152.959999999999
28610,22,24,7679.62
1550,25,31,7326.250000000001
32482,21,34,11467.540000000005
18412,22,21,7014.98
48673,22,29,10238.65
25029,21,35,10928.780000000002
44227,19,32,11017.76
378,20,28,8301.890000000001
36204,23,36,11540.289999999999
24002,21,27,8533.14
15598,23,27,8606.63
10709,25,34,10264.829999999998
18015,21,30,9151.36
33237,18,26,8692.25
10481,25,23,7537.040000000001
45716,23,36,13011.720000000001
27339,24,26,9759.439999999999
37996,24,25,7865.61
9523,21,30,8514.08
32321,22,33,8829.01
2995,23,29,8986.460000000001
12684,22,32,8951.499999999998
45344,20,26,8831.7
28322,22,28,10209.609999999999
32650,18,30,8369.93
43027,25,30,8816.350000000002
44719,18,34,10040.49
33657,20,24,5872.739999999999
6971,24,20,6711.629999999999
17526,20,20,6769.350000000002
36370,24,32,10297.500000000002
32258,20,34,11780.900000000001
3175,19,25,6990.039999999999
13470,24,23,7223.989999999998
48141,25,39,14572.470000000001
41278,22,27,7701.2
28467,21,26,6950.200000000003
8125,23,34,10636.159999999998
33580,18,23,6206.49
15350,18,38,11201.070000000002
19588,24,38,13657.219999999996
1501,21,30,10182.79
19464,25,31,8873.27
34251,20,33,10145.45
19894,25,34,9148.050000000001
44619,23,18,4591.979999999999
49039,25,26,7691.900000000001
7326,18,40,11018.090000000004
38803,22,23,6761.619999999999
23355,22,30,8108.73
49327,21,21,7704.05
21314,19,29,8044.9299999999985
516,21,34,10035.67
20745,21,19,5781.569999999999
10538,21,25,8346.24
9409,22,26,8927.539999999999
21682,18,24,6754.030000000001
5103,23,20,6750.39
41255,20,35,9843.790000000003
20676,25,22,5707.509999999999
25464,25,33,9682.669999999998
37242,25,25,7229.8099999999995
35807,22,15,5504.819999999999
28343,19,31,8098.18
35088,24,35,11404.379999999997
13316,18,31,10156.779999999999
376,18,29,6831.03
47305,25,22,7573.19
34324,18,24,7467.51
12244,21,35,10978.72
21946,25,27,8711.789999999999
38472,20,32,9697.25
30946,18,25,8664.8
34662,23,34,11913.04
34472,23,38,10845.560000000005
33586,23,40,12590.560000000005
40180,19,37,12133.430000000002
49372,18,36,11074.650000000003
41558,20,39,12046.939999999999
13669,24,34,9779.710000000001
41908,18,37,10646.13
18632,25,31,9343.149999999998
18228,20,20,4677.65
48605,25,27,9299.539999999999
37769,18,29,8129.200000000002
13385,24,41,12911.42
28906,22,26,7624.8499999999985
119,19,31,9793.660000000002
48707,25,38,9810.42
41659,24,32,9558.929999999998
34593,18,27,7182.67
1940,21,38,11502.809999999998
34526,20,31,10512.059999999998
20513,25,30,8908.44
974,22,28,7336.22
5221,25,25,7805.520000000001
11064,20,30,9697.67
2137,21,31,8965.240000000002
20842,19,33,8788.65
45209,22,35,11648.689999999995
13844,19,29,8842.93
48884,19,32,8749.119999999999
1513,21,21,6372.400000000001
14561,20,32,10074.699999999999
16611,25,26,9197.240000000002
48900,25,31,9187.03
18251,25,31,7484.730000000001
44076,22,44,11533.000000000004
16195,21,39,11572.860000000002
44285,24,27,9438.97
28514,24,26,7626.779999999998
31786,22,31,10371.84
40876,22,26,7671.999999999999
18606,20,28,7543.420000000001
4501,21,18,5973.280000000001
44753,20,31,7042.43
40390,20,34,10904.480000000003
13728,25,26,8433.47
20419,24,30,8473.059999999998
13794,25,35,11647.27
23751,21,40,13282.570000000002
47890,23,30,9912.130000000001
27711,21,39,12164.89
34896,22,33,10689.919999999998
37533,22,33,9578.24
45851,18,26,10268.579999999996
34080,25,28,7953.189999999999
18473,24,24,7893.6
33197,22,39,12670.209999999995
32271,21,24,5742.709999999998
21354,19,26,7220.319999999999
19343,25,23,6091.28
45826,25,19,6358.049999999999
20698,23,23,7377.540000000001
23177,24,23,7303.2699999999995
24452,19,31,8545.24
28528,19,29,8713.820000000002
37737,21,23,7184.449999999999
13387,21,31,10313.999999999998
42264,22,30,10292.150000000001
49747,21,19,5009.469999999999
1548,19,37,11202.14
8553,24,30,9912.630000000001
37998,18,27,6504.75
20271,21,31,9544.960000000003
2835,25,30,8497.58
39503,18,27,8446.83
18570,22,32,11325.92
8424,25,33,11302.060000000001
25989,22,27,9909.470000000001
34417,22,26,6510.450000000001
49667,22,25,9113.78
990,19,26,7644.8899999999985
22488,24,31,9331.79
4324,21,28,8511.489999999998
21759,25,31,11942.03
30015,25,46,12575.85
11060,19,28,8990.27
5644,18,31,9819.62
8111,23,27,8002.99
4902,19,43,12358.990000000002
232,25,19,6168.16
48013,19,28,7960.3099999999995
21511,20,25,7872.5700000000015
35866,24,20,5913.9400000000005
33834,22,24,6237.090000000001
13170,25,33,10705.63
47551,25,26,8822.61
42013,18,35,11782.700000000004
26319,22,26,9950.08
18086,25,29,9531.410000000002
43661,21,25,7290.769999999999
47140,21,35,10458.230000000001
22951,19,34,12336.38
32457,21,31,9441.100000000002
8483,25,24,7196.619999999999
36417,22,35,11876.340000000002
28469,19,34,7925.9800000000005
18394,20,16,4069.13
13989,21,30,10932.980000000001
20291,19,26,6762.410000000001
13223,25,26,7626.69
11816,24,13,4116.96
17405,24,31,8676.990000000002
28543,21,27,7800.67
14070,18,30,9571.6
29086,18,26,7698.189999999998
16849,20,31,9019.91
47742,20,22,7315.150000000001
5405,22,41,12573.009999999997
962,19,28,8338.27
17818,18,41,11842.24
12003,19,30,8820.48
4486,22,28,7812.48
35092,23,37,10836.21
41363,19,33,12181.54
25248,21,26,7775.22
11545,22,27,8668.080000000002
26881,18,31,9142.74
27847,18,21,6558.690000000001
7672,20,27,7373.929999999999
45070,19,39,11343.7
47767,18,38,11753.210000000001
2348,19,29,8125.810000000001
6706,23,30,9691.859999999997
37499,21,30,9581.630000000001
48440,21,24,7401.660000000001
10929,23,20,6196.170000000002
203,23,24,7609.210000000001
36905,24,29,9968.730000000001
14161,21,30,8496.220000000001
28247,25,25,8369.56
33135,20,31,9878.050000000001
14472,21,26,7936.069999999998
16178,21,23,6885.119999999999
37466,20,27,8602.85
25717,20,37,10860.740000000002
27553,21,27,9796.269999999999
28585,21,32,10699.189999999999
44007,24,36,11675.46
38139,22,23,5719.69
32151,21,24,7108.260000000001
4523,23,26,7537.950000000001
7261,23,15,4967.38
21392,23,33,10295.85
36681,23,24,7457.250000000001
20724,19,29,6420.650000000001
29609,21,30,8925.720000000001
20063,19,33,9975.300000000001
30168,20,25,7628.779999999999
5070,19,15,5330.5599999999995
29165,18,34,10128.480000000003
29963,24,27,8678.059999999998
27144,21,35,10960.769999999999
39182,20,34,9857.54
30063,19,27,8252.52
16804,18,25,6861.479999999999
28911,25,27,9065.849999999999
48015,19,29,8344.91
2472,18,39,11776.740000000003
40335,18,38,11968.479999999998
7897,25,29,7856.269999999999
7642,18,27,8902.07
46982,18,26,8745.88
25437,22,33,10105.21
22704,24,40,12079.190000000004
45814,22,28,7874.549999999999
26614,24,36,10554.510000000004
17044,25,31,8483.31
41573,18,33,10624.730000000001
39796,19,37,13808.750000000002
35584,23,43,11218.880000000001
47540,21,25,7122.159999999999
28703,25,34,11116.57
27085,18,26,7431.950000000001
16604,24,30,8435.64
18082,23,33,10385.569999999998
48665,18,28,8774.93
39820,24,33,10341.48
17807,22,37,12134.649999999998
48935,21,32,10279.579999999996
18260,25,20,5786.46
41962,18,29,10646.010000000002
38908,20,27,7607.759999999998
47295,18,28,9780.849999999999
5567,21,12,4171.799999999999
3156,22,26,8462.699999999999
27612,18,27,8395.31
45591,20,28,8285.659999999998
9259,18,33,9798.53
21755,18,23,7838.229999999999
24709,24,34,10868.969999999998
33424,25,36,13230.430000000002
14219,19,33,10474.04
30497,20,36,9327.72
22689,25,39,11140.910000000003
22134,18,31,9834.180000000002
31284,25,29,8524.94
47561,18,30,9164.510000000002
17227,18,27,9488.330000000002
34747,18,37,11055.410000000002
13343,21,27,8528.5
45645,24,34,10926.250000000002
27525,25,31,9341.28
33818,21,32,8106.89
26474,21,19,5881.4000000000015
18110,22,27,8722.839999999997
30162,23,33,9200.159999999998
26946,19,29,8937.599999999999
6317,19,28,9911.060000000003
13532,18,27,9313.910000000002
18549,18,27,7870.670000000001
21717,20,20,6717.0999999999985
26462,19,17,5423.929999999999
48666,24,23,7065.3499999999985
25480,19,24,8219.99
38374,24,33,8181.670000000001
1330,23,30,8821.659999999998
35058,24,32,10439.51
45896,22,43,12777.869999999997
45981,25,30,8474.34
35924,19,28,8560.26
32800,19,36,12079.46
7198,21,24,7201.369999999998
5256,24,38,12812.439999999999
25368,18,32,8993.6
42925,19,25,7660.230000000001
8223,19,32,10233.300000000001
4151,18,31,9418.970000000003
36648,22,31,9419.14
2261,19,31,10272.980000000001
46616,24,31,9732.050000000001
6854,23,25,8077.219999999999
21706,23,39,11588.87
12514,22,21,5876.13
24200,19,30,9685.759999999998
35590,21,35,14272.859999999999
43715,23,34,11487.73
46255,22,29,7886.580000000001
4989,25,30,8259.699999999999
27363,25,35,8994.95
17461,24,23,6311.870000000001
8436,25,40,12948.249999999998
15390,19,29,8273.32
20841,23,18,4877.0599999999995
43327,24,31,7982.079999999999
181,23,29,7114.339999999999
19608,22,37,14296.409999999998
12744,25,30,8513.57
43207,19,32,9794.64
46351,22,42,12097.2
31451,21,30,11789.78
3262,18,38,12101.799999999997
29232,24,35,11047.32
12094,25,32,10678.090000000002
363,22,29,7505.800000000002
20157,24,29,7669.059999999999
35618,20,26,8300.259999999998
35504,21,27,6802.060000000002
7145,23,37,11938.820000000002
44193,24,35,10579.310000000001
23618,25,42,13551.300000000001
42598,25,27,9425.06
31221,18,22,7602.530000000001
26079,21,25,7309.67
25587,25,28,7351.3
13047,25,26,9083.06
40422,24,38,12258.7
34999,24,31,10187.529999999999
47850,19,30,7969.4
38079,18,33,10352.419999999998
32226,18,21,5966.0
16686,23,31,8611.54
30525,19,19,4661.929999999999
12725,24,24,6673.59
17056,23,24,7366.260000000001
43317,18,31,9696.550000000003
36993,23,32,9669.75
29122,20,27,9189.89
2887,19,37,11713.86
31227,21,29,8630.93
36633,23,31,8892.499999999998
11167,23,36,10132.77
30267,19,24,8663.32
9446,24,23,7287.719999999999
2373,18,40,12339.52
31523,18,32,10673.74
47345,21,26,7243.04
27909,23,26,7795.979999999999
18478,18,37,11343.33
28950,20,40,13171.36
18648,19,43,12432.390000000001
41833,18,38,11333.820000000002
33543,19,27,7623.509999999999
22410,23,29,10770.199999999999
38600,18,28,8143.499999999999
22945,23,32,9390.580000000002
33828,25,31,9429.61
3433,20,28,8958.859999999999
18327,23,34,9238.699999999999
4585,24,22,6039.2300000000005
45269,23,27,8512.299999999997
47740,21,23,6950.19
33302,23,30,10141.300000000001
39101,25,34,10785.56
